title,year,genre,duration
Enter the Dangerous Mind,2013,Thriller,88
Wet and Reckless,2013,Action,87
Don Jon,2013,Comedy,90
La metamorfosi del male,2013,Action,89
Ai Hen Lan,2011,Drama,83
Table No.21,2013,Adventure,108
Chashme Baddoor,2013,Comedy,121
Gitaskog,2015,Action,80
Spieltrieb,2013,Drama,102
La maledizione di Chucky,2013,Horror,97
A Long Way from Home,2013,Drama,80
Velvet - Il prezzo dell'amore,2013,Drama,84
Rio 2096 - Una storia d'amore e furia,2013,Animation,74
G.H.O.S.T.,2012,Family,83
Una famiglia ritrovata,2013,Drama,87
Joker - Wild Card,2015,Action,92
Lonely Boy,2013,Comedy,124
Melaza,2012,Drama,80
Dama Pik,2016,Thriller,120
Rampage: Furia animale,2018,Action,107
I cavalieri dello zodiaco - La leggenda del Grande Tempio,2014,Animation,93
Sams im Glück,2012,Family,102
Selkirk el verdadero Robinson Crusoe,2012,Animation,80
ESP² - Fenomeni paranormali,2012,Action,98
Sha shou Ouyang Penzai,2011,Comedy,104
Avant l'hiver,2013,Drama,103
M.O.Zh.,2014,Horror,71
The Meat Puppet,2012,Horror,98
Diamonds to Dust,2014,Biography,110
Sadda Haq,2013,Action,133
Your Friends Close,2013,Comedy,80
Mere Dost Picture Abhi Baaki Hai,2012,Comedy,180
Canopy,2013,Adventure,84
Wild Duck,2013,Drama,88
Castelli di sabbia,2014,Crime,93
Problem of Evil,2013,Drama,84
Agnus Dei,2012,Drama,111
Al-Mashbouh,1981,Crime,125
Beatus,2018,Drama,103
Calvario,2014,Comedy,102
Charsoo,2014,Drama,92
Coffee Town,2013,Comedy,87
Stay,2013,Drama,99
Gli stagisti,2013,Comedy,119
Colpo d'amore,2013,Comedy,94
Mamnou Fi Laylat El-Dokhla,1975,Comedy,112
Mees Kees,2012,Comedy,80
Murder University,2012,Horror,96
The 6th Extinction,2012,Horror,90
Satellite Boy,2012,Adventure,90
Nairobi Half Life,2012,Drama,96
Sparks,2013,Action,97
Templar Nation,2013,Adventure,84
Un castello in Italia,2013,Comedy,104
Lego Hero Factory: Savage Planet,2011,Animation,45
Dear White People,2014,Comedy,108
Nachtlärm,2012,Drama,94
DIVA hua li zi jun,2012,Drama,102
Fear Lives Here,2012,Horror,80
Candid,2014,Horror,93
Konvoy,2012,Drama,81
Le origini del male,2014,Horror,98
Rebel,2012,Action,168
Pinup Dolls on Ice,2013,Horror,85
Geography Club,2013,Comedy,84
Mystery Road,2013,Crime,121
Were Dengê Min: Come To My Voice,2014,Drama,105
Nightlight,2015,Horror,85
Rise of the Zombies - Il ritorno degli zombie,2012,Action,89
11 Blocks,2015,Action,78
Night of the Naked Dead,2012,Horror,87
Copycat,2016,Comedy,90
Remedy,2013,Drama,120
Bent - Polizia criminale,2018,Crime,96
Hunter,2013,Drama,88
Skiptrace: Missione Hong Kong,2016,Action,107
White Bird,2014,Drama,91
Jolene: The Indie Folk Star Movie,2014,Comedy,88
The Stranger,2014,Drama,93
Kaufman's Game,2017,Crime,89
Kadhalil Sodhappuvadhu Yeppadi,2012,Comedy,127
Chun Kiu yi Chi Ming,2012,Comedy,112
Xiu hua xie,2012,Horror,86
Exorcist Chronicles,2013,Horror,88
Seenelkäik,2012,Adventure,93
Valerian e la città dei mille pianeti,2017,Action,136
La guerra dei sessi,2014,Comedy,106
Tiktik: The Aswang Chronicles,2012,Action,102
Pro Wrestlers vs Zombies,2014,Action,91
Turn Around Jake,2014,Comedy,95
Hold Your Breath,2012,Horror,87
Bad Boy Street,2012,Drama,80
Head Cases: Serial Killers in the Delaware Valley,2013,Crime,110
Be Range Arghavan,2010,Drama,97
Betrayal,2013,Action,90
Carl,2012,Horror,90
White Rabbit,2013,Drama,90
Hibakusha,2012,Animation,45
Money Monster - L'altra faccia del denaro,2016,Crime,98
20.000 Besos,2013,Comedy,91
Outpost: Rise of the Spetsnaz,2013,Action,87
Revenant,2012,Horror,95
Riot,2017,Action,84
Rodina je základ státu,2011,Crime,106
Quando meno te l'aspetti,2013,Comedy,112
Ya Rab Walad,1984,Comedy,100
Zombie eXs,2012,Comedy,101
Drown,2015,Drama,93
Horsehead,2014,Fantasy,89
El Bosque de los Sometidos,2012,Fantasy,80
10+10,2011,Drama,114
Brammetje Baas,2012,Family,83
Swung,2015,Drama,87
El Santos vs la Tetona Mendoza,2012,Animation,96
Final Cut - Ladies and gentlemen,2012,Comedy,84
Kvarteret Skatan reser till Laholm,2012,Comedy,84
Gli amanti passeggeri,2013,Comedy,90
Love Never Dies,2012,Drama,121
Papá soy una zombi,2011,Animation,80
Patlak Sokaklar: Gerzomat,2012,Comedy,88
Ghost Movie,2013,Comedy,86
La regina delle nevi,2012,Animation,80
Trouble Is My Business,2018,Action,116
Bwakaw,2012,Drama,110
B4,2012,Sci-Fi,50
Halimin put,2012,Drama,97
A prova di matrimonio,2013,Comedy,97
Keda Reda,2007,Comedy,113
Kissing the Moon-Like Face,2012,Drama,90
Miss You Already,2015,Comedy,112
Nomer 1000,2012,Action,48
Paziraie sadeh,2012,Comedy,100
Big Hero 6,2014,Animation,102
Supremacy,2014,Drama,110
Il padre,2014,Adventure,138
Contest,2013,Drama,87
The History of Future Folk,2012,Comedy,86
Watercolor Postcards,2013,Drama,115
Weaverfish,2013,Drama,95
Carry on Jatta,2012,Comedy,143
Ang nawawala,2012,Drama,115
Kiyosu kaigi,2013,Comedy,138
The Crone,2013,Horror,71
Tini nezabutykh predkiv. Tayemnytsi molfara,2013,Adventure,120
Genghis: The Legend of the Ten,2012,Action,91
Sleeper's Wake,2012,Thriller,94
1er amour,2013,Drama,80
Blood Money,2012,Action,109
Ghanchakkar,2013,Comedy,137
Love Story,2011,Romance,92
Love of My Life,2013,Horror,96
Maattrraan,2012,Action,165
Back in the Day,2014,Comedy,94
Patient Zero,2012,Action,70
Pauline détective,2012,Comedy,101
Rentaneko,2012,Comedy,110
Sôginin - andâteikâ,2012,Horror,64
Verraaiers,2012,Drama,122
Wesh Egram,2006,Comedy,105
Yeto Vellipoyindhi Manasu,2012,Drama,153
Go for Sisters,2013,Crime,123
Il tempo di vincere,2014,Drama,115
Doll Factory,2014,Comedy,85
Thattathin Marayathu,2012,Drama,127
Jeom-bak-i: Han-ban-do-eui Gong-ryong 3D,2012,Animation,88
Departure,2015,Drama,109
El Manzano Azul,2012,Family,92
Frits & Franky,2013,Comedy,94
I Spill Your Guts,2012,Horror,90
Madly Bangali,2009,Drama,130
Soy Nero,2016,Drama,117
Condannato a combattere - The Forgiven,2017,Thriller,115
The Legend of DarkHorse County,2014,Thriller,95
Trapped,2012,Adventure,92
Victoria,2013,Drama,105
Wo Yuan Yi,2012,Comedy,106
Zulu,2013,Crime,110
El Crítico,2013,Comedy,98
Kasi,2001,Drama,138
Hooligans at War: North vs. South,2015,Crime,80
Araf,2012,Drama,124
50 Kisses,2014,Comedy,89
Am Himmel der Tag,2012,Drama,90
Zombie Women of Satan 2,2016,Comedy,95
Mr. Idol,2011,Drama,114
When Time Becomes a Woman,2012,Drama,73
SAGA - Curse of the Shadow,2013,Action,111
Tulpa - Perdizioni mortali,2012,Horror,84
Buongiorno Italia,2004,Drama,110
In Bloom,2013,Drama,87
Spider-Man: Homecoming,2017,Action,133
Blackout,2013,Thriller,80
Chocó,2012,Drama,80
Cycle,2012,Animation,78
Caccia al mostro,2014,Drama,90
Chûgakusei Maruyama,2013,Comedy,119
Sean Banan inuti Seanfrika,2012,Comedy,76
Nadarha,2011,Comedy,90
Mi gente linda mi gente bella,2012,Comedy,90
Challo Driver,2012,Comedy,95
La dune,2013,Drama,87
Da Wu Dang zhi tian di mi ma,2012,Action,100
Territoriya,2015,Adventure,157
Butter on the Latch,2013,Drama,72
The Rental,2012,Comedy,95
The Gambling - Gioco pericoloso,2014,Crime,85
La gran familia española,2013,Comedy,95
Bouquet - Il profumo della vita,2013,Drama,99
Hei oi yeh pou 2,2012,Comedy,100
Nome in codice: Top Gun,2012,Action,113
Camille redouble,2012,Comedy,115
Consuming Spirits,2012,Animation,136
Shelter,2015,Drama,97
American Milkshake,2013,Comedy,83
Angus Buchan - Tre uomini un destino comune,2012,Drama,115
El Más Buscado,2014,Action,101
Aiyyaa,2012,Comedy,152
Ehna Betoa El Otobees,1979,Drama,138
Rush,2012,Crime,110
Vilsen,2016,Action,116
De verbouwing,2012,Thriller,101
Une histoire d'amour,2013,Drama,80
Mammas pojkar,2012,Comedy,100
Rufus,2012,Drama,109
Seedlings,2013,Drama,93
Killjoy Goes to Hell,2012,Comedy,93
Bad Building,2015,Horror,75
Line of Descent,2019,Crime,108
Hate Crime,2012,Action,73
Midnight Stallion,2013,Action,97
Rulers of Darkness,2013,Mystery,89
8 pervykh svidaniy,2012,Comedy,87
Oltre le colline,2012,Drama,152
Two Men in Town,2014,Drama,120
Eega,2012,Action,145
Gigolò per caso,2013,Comedy,90
Iconoclast,2012,Fantasy,109
Lee's Adventure,2011,Drama,91
Mamy,2012,Comedy,103
Red Balls,2012,Comedy,84
Samoubiytsy,2012,Comedy,86
Sevenes,2011,Action,147
Shoo bre,2012,Crime,86
Chehel Salegi,2010,Drama,88
Villegas,2012,Drama,99
La bicicletta verde,2012,Comedy,98
Love Is All You Need?,2016,Drama,121
Frank vs. God,2014,Comedy,100
Sou suo,2012,Drama,117
Asylum,2014,Comedy,93
Piloto,2016,Action,87
The Other Side of the Mirror,2016,Drama,123
K3 Bengeltjes,2012,Comedy,77
Cuatro lunas,2014,Drama,110
Ballerina,2016,Animation,89
Bir ses böler geceyi,2012,Drama,97
Black Sea,2014,Adventure,114
Made in Cleveland,2013,Comedy,113
Viaggio sola,2013,Drama,85
Dealer,2012,Drama,112
Evim Sensin,2012,Fantasy,91
How to Meet Girls from a Distance,2012,Comedy,85
The Land of Cards,2012,Fantasy,112
Dzhungli,2012,Adventure,80
Kaos örümcek agi,2012,Action,98
La cage dorée,2013,Comedy,90
Nina,2012,Drama,84
Scrooge & Marley,2012,Drama,91
Kalakalappu,2012,Comedy,135
Spidarlings,2016,Comedy,120
Sunday,2014,Drama,71
Sunset Song,2015,Drama,135
Svengali,2013,Comedy,93
SüperTürk,2012,Comedy,98
Talenttyven,2012,Comedy,85
Doobious Sources,2017,Comedy,102
Il libro della vita,2014,Animation,95
Spud 2: The Madness Continues,2013,Comedy,91
The Good Neighbor,2016,Crime,98
Topragin çocuklari,2012,Drama,80
Sasha e il Polo Nord,2015,Animation,81
Spaceman,2016,Comedy,90
Mulberry Stains,2015,Drama,130
Colpi di fulmine,2012,Comedy,104
Convenience,2013,Comedy,87
Christmas Grace,2013,Drama,84
Galore,2013,Drama,103
The Maid's Room,2013,Thriller,98
Minagoroshi no kenjû,1967,Action,89
Dragon Ball Z: La battaglia degli Dei,2013,Animation,85
Broche de Oro,2012,Comedy,90
Kill Kapone,2014,Action,94
A Short History of Decay,2014,Comedy,94
Red Wing,2013,Drama,108
The Medic,2013,Action,85
The Raid 2 - Berandal,2014,Action,150
Bumboo,2012,Comedy,126
Charmurti,1978,Comedy,112
Ishq,2012,Comedy,160
Drinking Buddies - Amici di bevuta,2013,Comedy,90
My Fair Zombie,2013,Horror,85
The Lifeguard,2013,Drama,98
Second Show,2012,Action,126
Suspension of Disbelief,2012,Thriller,112
Omar & Salma 3,2012,Comedy,98
Untouched,2017,Crime,80
Hemlock Society,2012,Comedy,135
Roz-e zard,2003,Drama,85
Sharlatan,2005,Action,81
Dai juk hei kek,2012,Comedy,93
Zombie Resurrection,2014,Horror,86
Blaze of Gory,2016,Horror,110
Neposlusni,2014,Drama,106
Kung Fu Panda 3,2016,Animation,95
L'amore bugiardo - Gone Girl,2014,Drama,149
Magic Mike XXL,2015,Comedy,115
Neron,2016,Action,100
Les rayures du zèbre,2014,Comedy,80
End of a Gun,2016,Action,87
These Final Hours - 12 ore alla fine,2013,Drama,87
Stranded,2013,Horror,84
Museum Hours,2012,Drama,107
En el ombligo del cielo,2012,Comedy,90
The Control Group,2014,Action,84
Hedda Gabler,2016,Drama,111
Sputnik,2013,Adventure,90
Cementerio General,2013,Horror,88
Crossing Bridges,2013,Drama,103
Eiga Doraemon: Nobita to kiseki no shima - Animaru adobenchâ,2012,Animation,100
Ôgon o daite tobe,2012,Crime,129
Qing mi,2012,Drama,102
Il fuoco della giustizia,2015,Action,90
Rape Zombie: Lust of the Dead,2012,Horror,73
Thaandavam,2012,Action,160
The Good Life,2012,Drama,90
The Moment,2013,Thriller,90
The Sublime and Beautiful,2014,Drama,93
Bowling,2012,Comedy,90
Ghost Team One - Operazione Fantasma,2013,Comedy,84
The Battery,2012,Adventure,101
Not Another Celebrity Movie,2013,Comedy,95
Windigo,2011,Horror,93
Cuori in volo,2014,Drama,95
Move On,2012,Action,140
Lake Noir,2013,Drama,90
Beijing Blues,2012,Action,118
The Advocate,2013,Crime,89
Christmas Miracle,2012,Family,92
Misirlou,2017,Action,85
True Story,2015,Crime,99
Il marchio dell'inganno,2012,Crime,84
Revenge - Vendetta privata,2013,Crime,87
Le météore,2013,Drama,85
Resistance Movement,2013,Drama,93
Bad Milo!,2013,Comedy,85
Eat with Me,2014,Comedy,95
Hellboy,2019,Action,120
Oba Nathuwa Oba Ekka,2012,Drama,90
Model Hunger,2016,Horror,84
Mak Dau dong dong poon ngo sum,2012,Animation,79
A Perfect Man,2013,Drama,95
Alien Dawn,2012,Action,86
Blood Rush,2012,Comedy,92
Cliffs of Freedom,2019,Drama,137
Star Wars: Threads of Destiny,2014,Action,110
El rey de Najayo,2012,Crime,101
Berlin I Love You,2019,Drama,120
Iskuplenie,2012,Drama,123
Gori Tere Pyaar Mein!,2013,Comedy,150
Satyagraha,2013,Drama,152
Ljudozder vegetarijanac,2012,Crime,85
En som deg,2012,Drama,85
O Diário de Tati,2012,Comedy,90
Pie bagatas kundzes,1969,Comedy,89
Purification,2012,Horror,83
Redirected,2014,Action,99
Silence,2012,Drama,87
A Master Builder,2013,Drama,130
Du vent dans mes mollets,2012,Comedy,89
The Visitant,2014,Thriller,90
A Little Game,2014,Adventure,92
Les profs,2013,Comedy,88
Friend Request,2013,Thriller,91
Dark Cove,2016,Adventure,84
The Wedding Chapel - La chiesa del cuore,2013,Family,103
Alla ricerca di Dory,2016,Animation,97
Shesh Peamim,2012,Drama,100
Grand Budapest Hotel,2014,Adventure,99
Kamaal Dhamaal Malamaal,2012,Comedy,148
A Dog for Christmas,2015,Comedy,89
ISRA 88,2016,Adventure,119
La vita di Adele,2013,Drama,180
Definition of Fear,2015,Horror,90
Promessa rosso sangue,2012,Drama,96
Rockabilly Zombie Weekend,2013,Horror,88
Natale all'improvviso,2015,Comedy,107
SpongeBob - Fuori dall'acqua,2015,Animation,92
Johan Falk: Kodnamn: Lisa,2012,Action,106
Return to Nuke 'Em High Volume 1,2013,Action,85
Do You Like My Basement,2012,Comedy,87
Omnívoros,2013,Horror,87
Real,2013,Drama,127
Cult,2013,Horror,84
21 modi per distruggere un matrimonio,2013,Comedy,89
Aravaan,2012,Action,143
Contracted - Fase I,2013,Drama,84
Diamond Flash,2011,Drama,128
Elf-Man,2012,Comedy,86
I'm Flash!,2012,Action,91
Kanojo wa uso wo aishisugiteiru,2013,Romance,117
Magnifica presenza,2012,Comedy,105
Rakkauden rasvaprosentti,2012,Comedy,98
Haunted 2: Apparitions,2018,Horror,87
Días de vinilo,2012,Comedy,105
Muppets 2 - Ricercati,2014,Adventure,107
The Possession of Michael King,2014,Horror,83
Bruno & Earlene Go to Vegas,2013,Adventure,95
Psychotic,2012,Action,80
The Breakup Girl,2015,Comedy,90
Kac Wawa,2012,Comedy,97
Les Kaïra,2012,Comedy,95
Purachina dêta,2013,Mystery,133
Sono yoru no samurai,2012,Drama,119
Supermarket,2012,Thriller,81
Kibô no kuni,2012,Drama,133
Men in Black: International,2019,Action,114
Jumanji - Benvenuti nella giungla,2017,Action,119
OMG: Oh My God!,2012,Comedy,125
Ot vinta 3D,2012,Animation,84
Bolshaya rzhaka,2012,Comedy,85
Metamorphosis,2011,Horror,54
Sleeping with the Fishes,2013,Comedy,101
The Right Kind of Wrong,2013,Comedy,97
Abby in the Summer,2014,Drama,78
Man from Reno,2014,Crime,111
Dracula: The Dark Prince,2013,Action,100
Bitchkram,2012,Drama,101
Blondie,2012,Drama,88
Pismo caci,2012,Drama,72
Cockpit,2012,Comedy,96
Condado Macabro,2015,Crime,113
Dirizhyor,2012,Drama,86
Ego,2013,Drama,105
Last Flight to Abuja,2012,Action,81
Rachcha,2012,Action,143
300 Worte Deutsch,2013,Comedy,90
Tot eshchyo Karloson!,2012,Comedy,80
The Right Juice,2014,Comedy,93
The Fitzroy,2017,Comedy,93
Un beau dimanche,2013,Drama,95
Elle s'en va,2013,Comedy,116
Justice Is Mind,2013,Crime,153
100 Bloody Acres,2012,Comedy,91
Along the Roadside,2013,Comedy,108
Arrestatemi,2013,Drama,99
Alaska,2015,Drama,125
Live-In Fear,2016,Horror,80
Devil's Tower,2014,Horror,82
Nidra,2012,Drama,95
I Vichinghi,2014,Action,97
E zhan,2014,Action,96
Sha sheng,2012,Drama,108
Aian gâru,2012,Action,93
The Appearing,2014,Horror,92
Where the Devil Hides,2014,Horror,86
The Sigil,2013,Horror,72
Tutti i santi giorni,2012,Comedy,102
Naruto - La via dei ninja,2012,Animation,110
The Healing,2012,Horror,107
Masquerade,2012,Drama,131
La città ideale,2012,Drama,105
L'intervallo,2012,Crime,90
Subterranea,2015,Drama,99
My Friend Dahmer,2017,Biography,107
White Collar Hooligan 2: England Away,2013,Crime,98
Ma-i li-teul hi-eo-ro,2013,Drama,135
Shark Week,2012,Action,89
The Mansion,2013,Thriller,74
Paranormal Island,2014,Horror,82
Chakravyuh,2012,Action,152
Beom-joe-so-nyeon,2012,Crime,107
The Arbiter,2013,Drama,100
Friday Killer,2011,Action,139
Dom s bashenkoy,2012,Drama,80
On Air,2012,Horror,95
Rubberneck,2012,Drama,83
Brutal,2014,Action,90
Top Secret: Wai roon pun lan,2011,Biography,131
The Canyons,2013,Drama,99
Americons,2015,Action,89
Vive la France,2013,Comedy,94
Centro Histórico,2012,Drama,96
Minions,2015,Animation,91
Scorned,2013,Comedy,86
22 Jump Street,2014,Action,112
Il canone del male,2012,Horror,129
I Hate Love,2012,Comedy,105
Dhammu,2012,Action,155
El quinto mandamiento,2011,Thriller,93
El-Baydha Wal Hagar,1990,Comedy,98
First Winter,2012,Drama,88
Frozen - Il regno di ghiaccio,2013,Animation,102
Ascolta la mia voce,2013,Comedy,93
Last Dance,2012,Drama,88
The Drift,2014,Horror,101
Lotgenoten,2013,Drama,65
Un p'tit gars de Ménilmontant,2013,Crime,88
Waste Land,2014,Drama,97
Zarra's Law,2014,Crime,80
Zero Charisma,2013,Comedy,86
Bangkok Kung Fu,2011,Action,104
Hunting Elephants,2013,Comedy,107
Nomad the Beginning,2013,Action,87
McCanick,2013,Crime,96
Bread and Butter,2014,Comedy,90
Falcon Rising,2014,Action,103
Benvenuti a Saint-Tropez,2013,Comedy,100
Tai ji 2: Ying xiong jue qi,2012,Action,100
Di yi ci,2012,Drama,106
Concussion,2013,Drama,96
De Pernas pro Ar 2,2012,Comedy,115
Accada quel che accada,2015,Drama,114
Sherlock Gnomes,2018,Animation,86
Highway to Dhampus,2014,Drama,100
Layla Fourie,2013,Thriller,107
Melody,2014,Drama,90
The Legend of Sarila,2013,Animation,80
Whitewash - Colpevole fino a prova contraria,2013,Drama,90
100 Ghost Street: The Return of Richard Speck,2012,Horror,84
In-lyu-myeol-mang-bo-go-seo,2012,Comedy,115
AB Negative,2014,Crime,80
Friended to Death,2014,Comedy,94
Holy Ghost People,2013,Drama,88
Cheery Point,2013,Drama,128
Beach Pillows,2014,Drama,96
El paseo 2,2012,Comedy,90
Love Is in the Air: Turbolenze d'amore,2013,Comedy,96
Free the Nipple,2014,Comedy,78
Suzanne,2013,Drama,94
Simdiki Zaman,2012,Drama,110
Fröken Julie,2013,Drama,85
La quinta stagione,2012,Drama,93
Life Is Beautiful,2012,Drama,167
The Station - Ghiacciaio di sangue,2013,Horror,98
Minasan sayounara,2013,Drama,120
Shônen H,2013,Drama,121
The Wrestling Road Diaries,2009,Sport,165
Ti stimo fratello,2012,Comedy,93
Un giorno speciale,2012,Drama,89
Pietà,2012,Crime,103
Izmena,2012,Drama,115
Odumiranje,2013,Drama,108
Auteur,2014,Comedy,75
Amy Winehouse: Fallen Star,2012,Biography,51
Fury: The Tales of Ronan Pierce,2014,Action,98
Oscure presenze,2014,Drama,90
Leo-beu-pik-syeon,2012,Comedy,121
Petaru dansu,2013,Comedy,90
Sex After Kids,2013,Comedy,105
Shootout at Wadala,2013,Action,155
Six and Five,2011,Comedy,98
Zhen tou,2012,Comedy,124
La danza della realtà,2013,Biography,133
Puppet Master X: Axis Rising,2012,Action,86
Queen of Montreuil,2012,Comedy,87
Gali Guleiyan,2017,Drama,117
Tutto parla di te,2012,Drama,83
Dream On,2013,Drama,94
Evil Feed,2013,Action,90
Hob Fi El-Zinzana,1983,Drama,122
Die Brücke am Ibar,2012,Drama,88
Attacco al potere - Olympus Has Fallen,2013,Action,119
Tukaram,2012,Biography,156
I,2015,Action,188
We Are the Freaks,2013,Comedy,80
Jurassic Attack,2013,Action,83
Act Like You Love Me,2013,Comedy,88
Love Hunter,2014,Drama,86
The Selfish Giant - Il gigante egoista,2013,Drama,91
23 Blast,2014,Drama,98
Daruvu,2012,Action,159
Gabbar Singh,2012,Action,153
Watashi no dorei ni narinasai,2012,Drama,96
Mandela: Long Walk to Freedom,2013,Biography,141
Mr. Nookayya,2012,Action,140
La quinta onda,2016,Action,112
Un ragionevole dubbio,2014,Crime,91
Thumb N It,2012,Crime,67
Wild,2014,Biography,115
Braking for Whales,2019,Comedy,103
Alice D,2014,Horror,85
Middleground,2017,Drama,91
Dark Amazon,2014,Adventure,81
Love & Teleportation,2013,Romance,92
Reservoir Cats,2011,Comedy,86
The Falls,2012,Drama,91
Chupacabra Territory,2016,Horror,90
Al Pereira vs. the Alligator Ladies,2012,Comedy,81
Taeter City,2012,Action,72
One Eyed Girl,2013,Drama,102
A Night in Old Mexico,2013,Adventure,103
Crying Wolf,2015,Action,91
The Morningside Monster,2014,Horror,93
Ferox,2013,Drama,83
The A-List,2015,Comedy,104
Healed by Grace,2012,Drama,111
Hoa-cha,2012,Drama,117
Pazarlari Hiç Sevmem,2012,Drama,85
Ishaqzaade,2012,Action,120
Lan to fu dau lan to chai,2012,Comedy,100
Chemical Peel,2014,Horror,95
Gong-mo-ja-deul,2012,Action,111
We Are What We Are,2013,Drama,105
Bao dao shuang xiong,2012,Action,87
Big Bad Wolves,2013,Drama,110
The Gallows - L'esecuzione,2015,Horror,81
Singam 2,2013,Action,166
The Crypt,2014,Horror,98
De Nieuwe Wereld,2013,Drama,85
Videoblog di un vampiro,2013,Action,85
Hate Story,2012,Drama,140
House of Ghosts,2012,Horror,77
Det andet liv,2013,Drama,104
Small Time,2014,Drama,104
Inspiration,2016,Horror,87
Lo Hobbit - La battaglia delle cinque armate,2014,Adventure,144
Healing,2014,Drama,112
Summertime,2012,Comedy,93
Koyekti Meyer Golpo,2012,Crime,117
Un principe (quasi) azzurro,2013,Comedy,88
Lotoman 2.0,2012,Comedy,96
La vida inesperada,2013,Comedy,105
Windsor Drive,2015,Mystery,90
Puppylove,2013,Romance,85
Lost Angelas,2019,Mystery,88
Dementamania,2013,Horror,85
Cvetat na hameleona,2012,Comedy,111
We Will Riot,2013,Drama,76
Grantham & Rose,2014,Comedy,90
All About the Money,2017,Action,90
Dick Figures: The Movie,2013,Animation,73
Pulska veza,2012,Action,90
The Gamers: Hands of Fate,2013,Adventure,125
Homefront,2013,Action,100
Afternoon Delight,2013,Comedy,98
Beijing New York,2015,Drama,103
Casting Couch,2013,Comedy,94
Tennessee Queer,2012,Comedy,90
12/12/2012,2012,Horror,86
Beneath the Harvest Sky,2013,Crime,116
Imagine I'm Beautiful,2014,Drama,91
Jake Squared,2013,Comedy,100
Sake-Bomb,2013,Comedy,83
Comportamenti molto... cattivi,2014,Comedy,97
Breakout - Weekend di paura,2013,Action,89
Neuk-dae-so-nyeon,2012,Fantasy,122
Fune wo amu,2013,Drama,134
Toshokan sensô,2013,Drama,128
Yona,2014,Biography,100
I lossens time,2013,Crime,93
Una,2016,Drama,94
Galveston,2018,Action,91
Il superstite,2013,Drama,92
The Civil War on Drugs,2011,Comedy,90
Alien: Covenant,2017,Horror,122
Enemy,2013,Drama,91
Blue Iguana,2018,Action,100
De Menor,2013,Drama,77
Lost in Karastan,2014,Comedy,96
Andala Rakshasi,2012,Romance,139
La bella e la bestia,2014,Drama,112
Northern Borders,2013,Drama,108
Le Weekend,2013,Comedy,85
What She Wants for Christmas,2012,Family,84
The Better Angels,2014,Biography,95
Obrana i zastita,2013,Drama,87
Someone to Love,2013,Drama,100
De wederopstanding van een klootzak,2013,Drama,90
Sync,2012,Action,103
Tamanchey: Pyar Mein Dil Pe Maar De Goli,2014,Crime,113
The Machine,2013,Action,91
Vicky Donor,2012,Comedy,126
Wo ai Xiang Gang: xi shang jia xi,2012,Comedy,100
Rakugo eiga,2012,Comedy,110
The Penny Dreadful Picture Show,2013,Horror,101
Ancora 12 Rounds,2013,Action,95
Backkom-eui Mug-jan Yeo-haeng,2007,Animation,76
Un amore senza fine,2014,Drama,104
Mantervention,2014,Comedy,98
Morgana,2012,Horror,90
Bandook,2013,Crime,132
Belyy tigr,2012,Action,104
Eco planet - Un pianeta da salvare,2012,Animation,81
Hell Baby,2013,Comedy,98
Chimères,2013,Drama,82
Margarita,2012,Comedy,90
È arrivato nostro figlio,2013,Comedy,98
Tower,2012,Drama,78
Queen Crab,2015,Action,80
The Grand Seduction,2013,Comedy,113
41,2012,Drama,80
Girlfriend Boyfriend,2012,Drama,106
It's Not You It's Me,2013,Comedy,80
Jannat 2,2012,Crime,150
Mount Joy,2014,Drama,86
Dracula: Reborn,2012,Drama,88
A Viking Saga: The Darkest Day,2013,Action,88
Le grand méchant loup,2013,Comedy,107
Hidden in the Woods,2014,Thriller,98
War of the Worlds: Goliath,2012,Animation,85
Sein letztes Rennen,2013,Comedy,114
ABCD (Any Body Can Dance),2013,Drama,160
Sospetto in famiglia,2013,Drama,87
Doorway to Heaven,2012,Family,98
Ga-bi,2012,Drama,115
House of Bodies,2013,Crime,79
La mia vita da zucchina,2016,Animation,66
Mee Shivajiraje Bhosale Boltoy,2009,Drama,149
Nyanki,2012,Comedy,90
Probudím se vcera,2012,Comedy,120
Krishna Aur Kans,2012,Animation,117
S-a Furat Mireasa,2012,Comedy,90
Saturday Morning Massacre,2012,Horror,88
Uncanny,2015,Drama,91
Shikshanachya Aaicha Gho,2010,Comedy,103
Shpion,2012,Action,108
Babadook,2014,Drama,94
Até que a Sbórnia nos Separe,2013,Animation,93
Delirium,2015,Horror,81
Dabbe: Bir Cin Vakasi,2012,Horror,119
Cinquanta sfumature di grigio,2015,Drama,125
Gummi T,2012,Animation,80
Mojave,2015,Drama,93
Sutoroberî naito,2013,Crime,127
Sutoraiku uicchîzu: Gekijouban,2012,Animation,94
The Turning,2013,Drama,180
È nata una star?,2012,Comedy,95
De Ontmaagding van Eva van End,2012,Drama,98
Nullpunkt,2014,Drama,115
Itaewon salinsageon,2009,Crime,100
Gilgamesh,2014,Drama,103
Gekijouban Ano hi mita hana no namae wo bokutachi wa mada shiranai.,2013,Animation,99
Mere Dad Ki Maruti,2013,Comedy,101
Celluloid Bloodbath: More Prevues from Hell,2012,Horror,103
Il grande quaderno,2013,Drama,112
I fantastici 5: Alla ricerca del tesoro perduto,2013,Adventure,88
Alienate,2016,Drama,90
Freezer,2014,Action,83
Rabid Love,2013,Horror,90
Shoping-tur,2012,Comedy,70
12 cuccioli da salvare,2012,Comedy,102
